tabled_Årsmodell,tabled_Sylindervolum,tabled_Farge,tabled_Effekt,tabled_Karosseri,tabled_Omregistrering,tabled_Innskudd,tabled_Bilen står i,tabled_Salgsform,tabled_Forrige pris,tabled_Avgiftsklasse,tabled_Antall eiere,id,tabled_Vekt,price,title,place,tabled_Årsavgift,tabled_CO2 utslipp,tabled_1. gang registrert,tabled_Hjuldrift,tabled_Pris eks omreg,tabled_Hjuldriftnavn,tabled_Interiørfarge,tabled_Antall dører,tabled_Str. lasterom,tabled_Drivstoff,tabled_Reg.nr.,tabled_Girkasse,tabled_Antall seter,tabled_Fargebeskrivelse,tabled_Km.stand
,,,,,1538,,,,,,,74562599,,35000,BMW 5-serie,1890 Rakkestad,Inklusiv,,,,33462,,,,,,,,,,
,,,,,1569,,,,,,,94404091,,76569,BMW 5-serie,1580 Rygge,Inklusiv,,,,75000,,,,,,,,,,
,,,,,1569,,,,,,,95843092,,91569,Audi A3,2074 Eidsvoll,Inklusiv,,,,90000,,,,,,,,,,
,,,,,1255,,,,,,,98658612,,31255,Peugeot Partner,5260 Indre,Ikke inklusiv,,,,30000,,,,,,,,,,
,,,,,3660,,,,,,,98630949,,213660,Audi A3,0165 Oslo,Inklusiv,,,,210000,,,,,,,,,,
,,,,,1569,,,,,,,97531262,,29969,Saab 9-3,4836 Arendal,Ikke inklusiv,,,,28400,,,,,,,,,,
,,,,,1538,,,,,,,86849877,,19999,Volkswagen Sharan,7055 Ranheim,Inklusiv,,,,18461,,,,,,,,,,
,,,,,3660,,,,,,,98369399,,39660,Ford Focus,1281 Oslo,Inklusiv,,,,36000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98657859,,13660,Volvo S40,5914 Isdalstø,Inklusiv,,,,10000,,,,,,,,,,
,,,,,1569,,,,,,,98654878,,25000,Volvo V40,1156 Oslo,Inklusiv,,,,23431,,,,,,,,,,
,,,,,Ikke oppgitt,"40 000,-",,,,,,98519564,,5590,Jaguar XE,3736 Skien,,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98654878,,25000,Volvo V40,1156 Oslo,Inklusiv,,,,23431,,,,,,,,,,
,,,,,1569,,,,,,,98657099,,36569,Volvo 960,0862 Oslo,Ikke inklusiv,,,,35000,,,,,,,,,,
,,,,,6064,,,,,,,96598363,,199064,Volvo V40 Cross Country,5353 Straume,Inklusiv,,,,193000,,,,,,,,,,
,,,,,1569,,,,,,,98654371,,29569,Mazda 6,7130 Brekstad,Inklusiv,,,,28000,,,,,,,,,,
,,,,,Fritatt,,,,,,,96442770,,29000,Saab,9400 Harstad,Inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,98594337,,1319000,Mercedes-Benz GLS,5396 Vestre,Ikke inklusiv,,,,1312936,,,,,,,,,,
,,,,,1569,,,,,,,98656490,,99969,Volvo XC 90,2846 Bøverbru,Inklusiv,,,,98400,,,,,,,,,,
,,,,,1255,,,,,,,98656440,,86255,Ssangyong Actyon Sport,2415 Heradsbygd,Ikke inklusiv,,,,85000,,,,,,,,,,
,,,,,6064,,,,,,,98656280,,489990,Audi A6 allroad,3420 Lierskogen,Inklusiv,,,,483926,,,,,,,,,,
,,,,,1569,,,,,,,89685475,,31569,Ford C-Max,5307 Ask,Inklusiv,,,,30000,,,,,,,,,,
,,,,,1255,,,,,,,98657215,,76255,Volkswagen Transporter,7168 Lysøysundet,Inklusiv,,,,75000,,,,,,,,,,
,,,,,2614,,,,,,,98656940,,47614,Peugeot 207,4322 Sandnes,Inklusiv,,,,45000,,,,,,,,,,
,,,,,3660,,,,,,,98568274,,19660,Renault Megane,1473 Lørenskog,Ikke inklusiv,,,,16000,,,,,,,,,,
,,,,,1569,,,,,,,98656499,,26569,Peugeot 407,2317 Hamar,Ikke inklusiv,,,,25000,,,,,,,,,,
,,,,,3660,,,,,,,94832999,,195660,Mitsubishi Outlander,7970 Kolvereid,Inklusiv,,,,192000,,,,,,,,,,
,,,,,3660,,,,,,,98654967,,36160,Peugeot 307,1725 Sarpsborg,Ikke inklusiv,,,,32500,,,,,,,,,,
,,,,,3660,,,,,,,91029622,,249660,Lexus RX400h,5174 Mathopen,Ikke inklusiv,,,,246000,,,,,,,,,,
,,,,,1569,,,,,,,98653546,,29569,Audi 80,4150 Rennesøy,Inklusiv,,,,28000,,,,,,,,,,
,,,,,3660,,,,,,,91033214,,159160,Honda CR-V,5174 Mathopen,Ikke inklusiv,,,,155500,,,,,,,,,,
1997,2 l,Lilla,133 Hk,Flerbruksbil,,,Norge,Bruktbil til salgs,,Personbil,5,84397249,1 645 kg,6000,Chrysler Voyager,1361 Østerås,,,01.07.1997,Forhjulsdrift,,,,,,Bensin,HZ19133,Manuell,4,Burgunder,256 580 km
,,,,,3660,,,,,,,98482988,,153660,Audi A6,5034 Bergen,Inklusiv,,,,150000,,,,,,,,,,
,,,,,3660,,,,,,,98655826,,36160,Ford Focus,2010 Strømmen,,,,,32500,,,,,,,,,,
,,,,,Fritatt,,,,,,,98655204,,21990,Renault Megane,4616 Kristiansand,Inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98656207,,15569,Nissan Primera,5209 Os,Inklusiv,,,,14000,,,,,,,,,,
,,,,,3500,,,,,,,66531168,,124900,Audi A6,6200 Stranda,Inklusiv,,,,121400,,,,,,,,,,
,,,,,Fritatt,,,,,,,98656515,,629000,BMW 5-serie,1710 Sarpsborg,Ikke inklusiv,,,,,,,,,,,,,,
1999,"1,8 l",Blå,125 Hk,Stasjonsvogn,,,Norge,Bruktbil til salgs,,Personbil,5,98074765,1 285 kg,9569,Audi A4,1448 Drøbak,,,27.05.1999,Forhjulsdrift,,,Grått,5,,Bensin,DJ64656,Automat,5,,216 996 km
,,,,,6064,,,,,,,80942250,,669064,Audi A4 allroad,7049 Trondheim,Inklusiv,,,,663000,,,,,,,,,,
,,,,,1569,,,,,,,98655608,,24900,Mercedes-Benz A-Klasse,3475 Sætre,Inklusiv,,,,23331,,,,,,,,,,
,,,,,2563,,,,,,,87762647,,254563,BMW 5-serie,7270 Dyrvik,Inklusiv,,,,252000,,,,,,,,,,
,,,,,1046,,,,,,,98655003,,11046,Peugeot Partner,5583 Vikedal,Ikke inklusiv,,,,10000,,,,,,,,,,
,,,,,3660,,,,,,,98655371,,178660,Audi A6 allroad,0772 Oslo,Ikke inklusiv,,,,175000,,,,,,,,,,
,,,,,1046,,,,,,,96587218,,13046,Mitsubishi Pajero,3920 Porsgrunn,Ikke inklusiv,,,,12000,,,,,,,,,,
,,,,,3660,,,,,,,98656099,,169000,Ford Focus,7900 Rørvik,Ikke inklusiv,,,,165340,,,,,,,,,,
,,,,,3660,,,,,,,98656061,,449000,Volvo XC 90,7900 Rørvik,Ikke inklusiv,,,,445340,,,,,,,,,,
,,,,,1569,,,,,,,98654835,,23569,Mitsubishi Colt,7088 Heimdal,,,,,22000,,,,,,,,,,
,,,,,1569,,,,,,,98653330,,42569,Suzuki Liana,7550 Hommelvik,,,,,41000,,,,,,,,,,
,,,,,1569,,,,,,,98652752,,56569,Suzuki Grand Vitara,5410 Sagvåg,Inklusiv,,,,55000,,,,,,,,,,
,,,,,1569,,,,,,,98630987,,28569,BMW 5-serie,5016 Bergen,Ikke inklusiv,,,,27000,,,,,,,,,,
,,,,,2614,,,,,,,96691808,,56614,Citroen C3,6014 Ålesund,Inklusiv,,,,54000,,,,,,,,,,
,,,,,1500,,,,,,,68616938,,130000,Mazda RX-7,4870 Fevik,Ikke inklusiv,,,,128500,,,,,,,,,,
,,,,,1569,,,,,,,98649679,,14569,Volkswagen Passat,1661 Rolvsøy,Ikke inklusiv,,,,13000,,,,,,,,,,
,,,,,3660,,,,,,,90561080,,243660,Audi A5,6460 Eidsvåg,Inklusiv,,,,240000,,,,,,,,,,
,,,,,3660,,,,,,,98654320,,194900,Volvo V70,1715 Yven,Inklusiv,,,,191240,,,,,,,,,,
2002,"1,9 l",Sølv,116 Hk,Stasjonsvogn,,,Norge,Bruktbil til salgs,,Personbil,5,98647935,1 608 kg,7000,Volkswagen Sharan,4626 Kristiansand,,,07.11.2002,Forhjulsdrift,,,,,,Diesel,KT63848,Manuell,7,,230 000 km
,,,,,3660,,,,,,,98654236,,223660,Kia Sportage,2580 Folldal,Ikke inklusiv,,,,220000,,,,,,,,,,
,,,,,1255,,,,,,,96346727,,88000,Peugeot 4007,3475 Sætre,Inklusiv,,,,86745,,,,,,,,,,
,,,,,6064,,,,,,,98655239,,579000,Ford S-MAX,7900 Rørvik,Ikke inklusiv,,,,572936,,,,,,,,,,
,,,,,6438,,,,,,,94719958,,220000,Volvo XC 90,5955 Lindås,Inklusiv,,,,213562,,,,,,,,,,
,,,,,1569,,,,,,,98654920,,36569,Volvo S80,7200 Kyrksæterøra,Inklusiv,,,,35000,,,,,,,,,,
,,,,,Fritatt,,,,,,,91268246,,280000,Pontiac Bonneville,1789 Berg,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1500,,,,,,,94252231,,66500,Volkswagen Caravelle,7620 Skogn,Inklusiv,,,,65000,,,,,,,,,,
,,,,,6064,,,,,,,98637907,,729064,Volvo XC 90,0777 Oslo,Ikke inklusiv,,,,723000,,,,,,,,,,
,,,,,3660,,,,,,,98653835,,87660,Opel Zafira,7072 Heimdal,Ikke inklusiv,,,,84000,,,,,,,,,,
,,,,,3660,,,,,,,98654906,,199000,Audi A4,1710 Sarpsborg,Inklusiv,,,,195340,,,,,,,,,,
,,,,,3660,,,,,,,98654892,,398000,Audi A7,1710 Sarpsborg,Inklusiv,,,,394340,,,,,,,,,,
2015,0 l,Blå,48 Hk,Kombi 5-dørs,,,Norge,Bruktbil til salgs,,Personbil,1,98654170,1 065 kg,5473,Citroen C-Zero,2100 Skarnes,,,15.05.2015,Bakhjulsdrift,,,,5,,Elektrisitet,EL64738,Automat,4,,33 000 km
,,,,,1255,,,,,,,93787553,,249255,Isuzu D-max,3014 Drammen,Inklusiv,,,,248000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98654254,,33000,Mercedes-Benz,4260 Torvastad,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98654759,,449000,Volvo XC 90,5116 Ulset,Ikke inklusiv,,,,445340,,,,,,,,,,
,,,,,1569,,,,,,,98653897,,126569,Mercedes-Benz E-Klasse,3720 Skien,Inklusiv,,,,125000,,,,,,,,,,
,,,,,3973,,,,,,,94723571,,155000,Toyota Yaris,3510 Hønefoss,Inklusiv,,,,151027,,,,,,,,,,
,,,,,Fritatt,,,,,,,96084975,,105000,Audi A6,7027 Trondheim,Inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,98644943,,35000,Kia Picanto,8005 Bodø,Inklusiv,,,,32386,,,,,,,,,,
,,,,,1569,,,,,,,98653102,,11569,Subaru Forester,9050 Storsteinnes,Inklusiv,,,,10000,,,,,,,,,,
,,,,,1569,,,,,,,98594470,,26069,Volkswagen Passat,0474 Oslo,Inklusiv,,,,24500,,,,,,,,,,
,,,,,1569,,,,,,,98653389,,34000,Mercedes-Benz 190,7023 Trondheim,Ikke inklusiv,,,,32431,,,,,,,,,,
,,,,,6064,,,,,,,98653611,,199000,Volvo V40,5116 Ulset,Ikke inklusiv,,,,192936,,,,,,,,,,
,,,,,3660,,,,,,,98434986,,179660,BMW 5-serie,5134 Flaktveit,Ikke inklusiv,,,,176000,,,,,,,,,,
,,,,,3588,,,,,,,84839737,,263588,Mercedes-Benz C-Klasse,5363 Ågotnes,Inklusiv,,,,260000,,,,,,,,,,
,,,,,3660,,,,,,,96689608,,213660,Volkswagen Golf,7316 Lensvik,Ikke inklusiv,,,,210000,,,,,,,,,,
,,,,,3660,,,,,,,98652338,,152660,Volvo,2280 Gjesåsen,Ikke inklusiv,,,,149000,,,,,,,,,,
,,,,,1569,,,,,,,98652652,,35069,Mercedes-Benz E-Klasse,1540 Vestby,Inklusiv,,,,33500,,,,,,,,,,
,,,,,1569,,,,,,,98651666,,26569,Toyota Camry,2619 Lillehammer,Ikke inklusiv,,,,25000,,,,,,,,,,
,,,,,6064,,,,,,,93030822,,259000,Volkswagen Golf,4610 Kristiansand,Inklusiv,,,,252936,,,,,,,,,,
,,,,,6064,,,,,,,98652690,,237900,Kia Soul,1940 Bjørkelangen,Ikke inklusiv,,,,231836,,,,,,,,,,
,,,,,1569,,,,,,,98652397,,49000,Audi A4,1476 Rasta,Inklusiv,,,,47431,,,,,,,,,,
,,,,,3660,,,,,,,85597294,,302660,Mitsubishi Outlander,4634 Kristiansand,Inklusiv,,,,299000,,,,,,,,,,
,,,,,3660,,,,,,,98651786,,286000,Toyota Land Cruiser,4521 Lindesnes,Inklusiv,,,,282340,,,,,,,,,,
,,,,,Fritatt,,,,,,,98652067,,29000,BMW 5-serie,8003 Bodø,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,91116611,,138660,Saab 9-3,7670 Inderøy,Ikke inklusiv,,,,135000,,,,,,,,,,
,,,,,1569,,,,,,,98651501,,96569,Mercedes-Benz SLK,2270 Flisa,Inklusiv,,,,95000,,,,,,,,,,
,,,,,3660,,,,,,,98651438,,40660,Volkswagen Passat,2070 Råholt,Inklusiv,,,,37000,,,,,,,,,,
,,,,,1569,,,,,,,98651106,,21569,Honda HR-V,3360 Geithus,Inklusiv,,,,20000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98651009,,20000,Toyota Tercel,3830 Ulefoss,Inklusiv,,,,,,,,,,,,,,
,,,,,1255,,,,,,,97670797,,24255,Citroen Berlingo,1476 Rasta,Inklusiv,,,,23000,,,,,,,,,,
,,,,,3660,,,,,,,98650907,,278500,Ford S-MAX,1705 Sarpsborg,Ikke inklusiv,,,,274840,,,,,,,,,,
,,,,,1255,,,,,,,98650754,,48255,Citroen Berlingo,6600 Sunndalsøra,Inklusiv,,,,47000,,,,,,,,,,
,,,,,3660,,,,,,,96421036,,179900,Toyota Avensis,3123 Tønsberg,Inklusiv,,,,176240,,,,,,,,,,
,,,,,3660,,,,,,,98650833,,288500,Ford Kuga,1705 Sarpsborg,Ikke inklusiv,,,,284840,,,,,,,,,,
,,,,,6064,,,,,,,98650794,,179500,Ford Focus,1705 Sarpsborg,Ikke inklusiv,,,,173436,,,,,,,,,,
,,,,,6064,,,,,,,98650763,,229000,Ford C-Max,1705 Sarpsborg,Ikke inklusiv,,,,222936,,,,,,,,,,
,,,,,3660,,,,,,,98650743,,278500,Ford Kuga,1705 Sarpsborg,Ikke inklusiv,,,,274840,,,,,,,,,,
,,,,,1255,,,,,,,98650737,,96500,Ford Transit Connect,1705 Sarpsborg,Ikke inklusiv,,,,95245,,,,,,,,,,
,,,,,1255,,,,,,,98650720,,98500,Ford Transit Connect,1705 Sarpsborg,Ikke inklusiv,,,,97245,,,,,,,,,,
,,,,,1255,,,,,,,98650697,,108500,Ford Transit Connect,1705 Sarpsborg,Ikke inklusiv,,,,107245,,,,,,,,,,
,,,,,1255,,,,,,,98650678,,148500,Ford Galaxy,1705 Sarpsborg,Ikke inklusiv,,,,147245,,,,,,,,,,
,,,,,6064,,,,,,,98650647,,264500,Ford Grand C-MAX,1705 Sarpsborg,Ikke inklusiv,,,,258436,,,,,,,,,,
,,,,,1255,,,,,,,98650547,,300000,Toyota Land Cruiser,3514 Hønefoss,Inklusiv,,,,298745,,,,,,,,,,
,,,,,Fritatt,,,,,,,98650075,,15000,Volkswagen Sharan,5036 Bergen,Inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,,,,73981598,,78500,Volkswagen Passat,2500 Tynset,Inklusiv,,,,75000,,,,,,,,,,
,,,,,3660,,,,,,,98087226,,463660,Audi Q5,9022 Krokelvdalen,Ikke inklusiv,,,,460000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98650305,,257000,Toyota RAV4,2165 Hvam,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98650232,,308660,BMW 5-serie,0971 Oslo,Inklusiv,,,,305000,,,,,,,,,,
,,,,,6064,,,,,,,98650122,,799000,Tesla Model S,1481 Hagan,Inklusiv,,,,792936,,,,,,,,,,
,,,,,1569,,,,,,,98630942,,37569,Volvo S60,4626 Kristiansand,Inklusiv,,,,36000,,,,,,,,,,
,,,,,3660,,,,,,,98416276,,253660,Mercedes-Benz E-Klasse,9325 Bardufoss,Inklusiv,,,,250000,,,,,,,,,,
,,,,,6438,,,,,,,82086077,,246000,BMW 7-serie,1056 Oslo,Inklusiv,,,,239562,,,,,,,,,,
,,,,,3660,,,,,,,98649554,,128660,Ford Mondeo,8011 Bodø,Inklusiv,,,,125000,,,,,,,,,,
,,,,,3660,,,,,,,98648304,,85880,BMW 3-serie,1405 Langhus,Ikke inklusiv,,,,82220,,,,,,,,,,
,,,,,Inklusiv,,,,,,,98649531,,149999,Audi A4,0667 Oslo,Inklusiv,,,,,,,,,,,,,,
,,,,,3588,,,,,,,78254369,,323588,Audi A6 allroad,8026 Bodø,Ikke inklusiv,,,,320000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98649124,,419000,Volvo V60,2830 Raufoss,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,Fritatt,,,,"279 000,-",,,92390647,,249000,Ford Ecosport,3702 Skien,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1255,,,,,,,98648910,,510255,Toyota Land Cruiser,3804 Bø,Inklusiv,,,,509000,,,,,,,,,,
,,,,,1569,,,,,,,98648641,,49999,Volkswagen Caravelle,3057 Solbergelva,Inklusiv,,,,48430,,,,,,,,,,
,,,,,3660,,,,,,,98648551,,56660,Toyota Avensis,1890 Rakkestad,Inklusiv,,,,53000,,,,,,,,,,
,,,,,1569,,,,,,,98648782,,131469,Mitsubishi Pajero,6102 Volda,Ikke inklusiv,,,,129900,,,,,,,,,,
,,,,,1569,,,,,,,98647490,,35569,Audi A6,2013 Skjetten,Inklusiv,,,,34000,,,,,,,,,,
,,,,,1046,,,,,,,98647341,,21046,Mitsubishi L400,9520 Kautokeino,Inklusiv,,,,20000,,,,,,,,,,
,,,,,1569,,,,,,,98648272,,66569,Kia Sportage,4006 Stavanger,Ikke inklusiv,,,,65000,,,,,,,,,,
,,,,,3660,,,,,,,98646563,,113660,Volkswagen Touran,2387 Brumunddal,Ikke inklusiv,,,,110000,,,,,,,,,,
,,,,,3660,,,,,,,91446213,,215000,Audi A5,2213 Kongsvinger,Inklusiv,,,,211340,,,,,,,,,,
,,,,,3660,,,,,,,91879215,,559660,Audi A7,9750 Honningsvåg,Inklusiv,,,,556000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98643518,,129000,Ford Mustang,0192 Oslo,Inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98648606,,309000,Audi A6,3290 Stavern,Inklusiv,,,,305340,,,,,,,,,,
,,,,,1569,,,,,,,65991797,,38569,Mercedes-Benz Vaneo,4050 Sola,Inklusiv,,,,37000,,,,,,,,,,
,,,,,1569,,,,,,,98644069,,59569,Mercedes-Benz Vito,1081 Oslo,Inklusiv,,,,58000,,,,,,,,,,
,,,,,3660,,,,,,,98647776,,277660,Volvo XC 60,3300 Hokksund,Ikke inklusiv,,,,274000,,,,,,,,,,
,,,,,6064,,,,,,,98647162,,165000,Volkswagen Golf,3002 Drammen,Inklusiv,,,,158936,,,,,,,,,,
,,,,,3973,,,,,,,98646924,,249900,Audi A3,1353 Bærums,Inklusiv,,,,245927,,,,,,,,,,
,,,,,1556,,,,,,,98647071,,25556,Ford Fiesta,3160 Stokke,Ikke inklusiv,,,,24000,,,,,,,,,,
,,,,,1569,,,,,,,97129597,,29900,Nissan Primera,4313 Sandnes,Inklusiv,,,,28331,,,,,,,,,,
,,,,,3660,,,,,,,98031623,,133160,Hyundai i40,0597 Oslo,Inklusiv,,,,129500,,,,,,,,,,
,,,,,1569,,,,,,,98645299,,39569,Honda Jazz,3404 Lier,Inklusiv,,,,38000,,,,,,,,,,
,,,,,6064,,,,,,,98204048,,203064,Ford Focus,8517 Narvik,Inklusiv,,,,197000,,,,,,,,,,
,,,,,1255,,,,,,,98645425,,220255,Toyota HiLux,2080 Eidsvoll,Ikke inklusiv,,,,219000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98646718,,90000,Volkswagen Transporter,2833 Raufoss,Inklusiv,,,,,,,,,,,,,,
,,,,,6064,,,,,,,87500093,,525000,BMW X3,3222 Sandefjord,Inklusiv,,,,518936,,,,,,,,,,
,,,,,1569,,,,,,,98645112,,21569,Peugeot 407,3929 Porsgrunn,Inklusiv,,,,20000,,,,,,,,,,
,,,,,2614,,,,,,,95550716,,134614,Volkswagen UP!,4319 Sandnes,Inklusiv,,,,132000,,,,,,,,,,
,,,,,2614,,,,,,,93179573,,82614,Volkswagen Caravelle,1550 Hølen,Inklusiv,,,,80000,,,,,,,,,,
,,,,,1046,,,,,,,98645570,,89946,Volkswagen Transporter,6520 Frei,Inklusiv,,,,88900,,,,,,,,,,
,,,,,6064,,,,,,,77952609,,356064,Ford Focus,1069 Oslo,Inklusiv,,,,350000,,,,,,,,,,
,,,,,3973,,,,,,,98631578,,242973,Suzuki SX4 S-Cross,0372 Oslo,Ikke inklusiv,,,,239000,,,,,,,,,,
,,,,,3660,,,,,,,98646481,,123660,BMW X3,8029 Bodø,Inklusiv,,,,120000,,,,,,,,,,
,,,,,3660,,,,,,,98633264,,365000,Mercedes-Benz SLK,3714 Skien,Inklusiv,,,,361340,,,,,,,,,,
,,,,,3660,,,,,,,91913362,,149660,Volvo V60,6475 Midsund,Inklusiv,,,,146000,,,,,,,,,,
,,,,,3660,,,,,,,98645915,,273660,Volkswagen Sharan,1407 Vinterbro,Ikke inklusiv,,,,270000,,,,,,,,,,
,,,,,3660,,,,,,,98644482,,68660,Ford S-MAX,3234 Sandefjord,Ikke inklusiv,,,,65000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98644864,,12000,Volkswagen Passat,6153 Ørsta,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,1569,,,,,,,98645941,,18569,Volvo V70,1472 Fjellhamar,Inklusiv,,,,17000,,,,,,,,,,
,,,,,3660,,,,,,,98575348,,69660,Ford Focus,5545 Vormedal,Ikke inklusiv,,,,66000,,,,,,,,,,
,,,,,1569,,,,,,,98645941,,18569,Volvo V70,1472 Fjellhamar,Inklusiv,,,,17000,,,,,,,,,,
,,,,,3660,,,,,,,98646325,,113660,BMW 3-serie,2930 Bagn,Inklusiv,,,,110000,,,,,,,,,,
,,,,,Fritatt,,,,,,,95286757,,49000,Mercedes-Benz E-Klasse,8003 Bodø,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98644444,,63560,Toyota Prius,1053 Oslo,Ikke inklusiv,,,,59900,,,,,,,,,,
,,,,,1569,,,,,,,98645459,,71569,BMW 7-serie,5414 Stord,Inklusiv,,,,70000,,,,,,,,,,
,,,,,6064,,,,,,,98644740,,665064,Tesla Model S,0350 Oslo,Ikke inklusiv,,,,659000,,,,,,,,,,
,,,,,1569,,,,,,,98630598,,34569,Toyota Yaris,6995 Kyrkjebø,Inklusiv,,,,33000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98646233,,189600,Nissan e-NV200,5116 Ulset,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,3660,,,,,,,98644287,,93660,Ford S-MAX,6017 Ålesund,Inklusiv,,,,90000,,,,,,,,,,
,,,,,1569,,,,,,,94690950,,49569,Chevrolet Tahoe,8762 Sleneset,Inklusiv,,,,48000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98633714,,110000,Ssangyong Rexton,7517 Hell,Ikke inklusiv,,,,,,,,,,,,,,
,,,,,2614,,,,,,,91500761,,79100,Kia Picanto,1890 Rakkestad,Ikke inklusiv,,,,76486,,,,,,,,,,
,,,,,1569,,,,,,,98644301,,29900,Opel Vectra,6065 Ulsteinvik,Inklusiv,,,,28331,,,,,,,,,,
,,,,,3660,,,,,,,98644459,,153560,Mercedes-Benz E-Klasse,0771 Oslo,Ikke inklusiv,,,,149900,,,,,,,,,,
,,,,,3660,,,,,,,98644423,,633660,Volkswagen Multivan,7320 Fannrem,Inklusiv,,,,630000,,,,,,,,,,
,,,,,1569,,,,,,,98644129,,39569,Audi A4,1084 Oslo,Inklusiv,,,,38000,,,,,,,,,,
,,,,,6064,,,,,,,98643973,,410064,Subaru Outback,3171 Sem,Inklusiv,,,,404000,,,,,,,,,,
,,,,,3660,,,,,,,95519073,,162660,Volkswagen Tiguan,7387 Singsås,Inklusiv,,,,159000,,,,,,,,,,
,,,,,1569,,,,,,,98644841,,13569,Opel Astra,1820 Spydeberg,Inklusiv,,,,12000,,,,,,,,,,
,,,,,6064,,,,,,,98645091,,337764,Ford S-MAX,3300 Hokksund,Ikke inklusiv,,,,331700,,,,,,,,,,
,,,,,6064,,,,,,,98643356,,356064,Skoda Octavia,6863 Leikanger,Inklusiv,,,,350000,,,,,,,,,,
,,,,,1569,,,,,,,93251281,,34569,Toyota RAV4,4120 Tau,Ikke inklusiv,,,,33000,,,,,,,,,,
,,,,,1569,,,,,,,98644035,,31569,Skoda Octavia,7715 Steinkjer,Ikke inklusiv,,,,30000,,,,,,,,,,
,,,,,1569,,,,,,,96804829,,39569,Peugeot 406,3825 Lunde,Ikke inklusiv,,,,38000,,,,,,,,,,
,,,,,1569,,,,,,,98598156,,66569,Toyota Avensis,7514 Stjørdal,Inklusiv,,,,65000,,,,,,,,,,
,,,,,2614,,,,,,,98644794,,77614,Mitsubishi i-Miev,1405 Langhus,Inklusiv,,,,75000,,,,,,,,,,
,,,,,1569,,,,,,,98644689,,170569,Pontiac Firebird,7263 Hamarvik,Inklusiv,,,,169000,,,,,,,,,,
,,,,,6064,,,,,,,98639780,,846064,BMW X6,1449 Drøbak,Inklusiv,,,,840000,,,,,,,,,,
,,,,,3660,,,,,,,98644178,,202660,Ford Kuga,3716 Skien,Inklusiv,,,,199000,,,,,,,,,,
,,,,,1569,,,,,,,98643249,,50000,Peugeot 206,1738 Borgenhaugen,Inklusiv,,,,48431,,,,,,,,,,
1999,2 l,Lilla,163 Hk,Sedan,,,Norge,Bruktbil til salgs,,Personbil,,84245629,1 443 kg,6500,Volvo S70,6687 Valsøyfjord,,,22.04.1999,Forhjulsdrift,,,,4,,Bensin,CV29547,Automat,5,fiolett,268 200 km
,,,,,1570,,,,,,,98643143,,75070,Oldsmobile Cutlass,3427 Gullaug,Inklusiv,,,,73500,,,,,,,,,,
1997,"1,8 l",Rød,107 Hk,Sedan,,,Norge,Bruktbil til salgs,,Personbil,3,98644093,1 190 kg,6569,Toyota Carina,5253 Sandsli,,,03.05.1999,Forhjulsdrift,,,,,,Bensin,DJ63324,Manuell,5,Plommerød,267 000 km
,,,,,Fritatt,,,,,,,98644211,,17614,Mitsubishi Colt,0870 Oslo,Inklusiv,,,,15000,,,,,,,,,,
,,,,,Fritatt,,,,,,,98643337,,105000,Cadillac Deville,1820 Spydeberg,Inklusiv,,,,,,,,,,,,,,
,,,,,1046,,,,,,,98644968,,59950,Toyota HiAce,0668 Oslo,Ikke inklusiv,,,,58904,,,,,,,,,,
,,,,,1538,,,,,,,82744893,,17000,Daewoo Nubira,5152 Bønes,Inklusiv,,,,15462,,,,,,,,,,
,,,,,3660,,,,,,,98643691,,133660,Volkswagen Passat,4032 Stavanger,Inklusiv,,,,130000,,,,,,,,,,
,,,,,1569,,,,,,,98632970,,20000,Ford Focus,4014 Stavanger,Inklusiv,,,,18431,,,,,,,,,,
2003,2 l,Grå,163 Hk,Flerbruksbil,,,Norge,Bruktbil til salgs,,Personbil,3,91959952,1 795 kg,8500,Renault Grand Espace,3941 Porsgrunn,,,21.10.2003,Forhjulsdrift,,,Grå,5,,Bensin,PP48534,Manuell,7,,165 000 km
